nom_grup, nom_canço, lletra
"sempre-de-vacances","la-mare-dels-ous","Fa uns dies que dins el niu
això està ple com un ou.
Encara sort que n'hi ha quatre
i que no en tenim pas nou.
Per un moment de passió
que s'ha muntat aquest xou.
La culpa la té, segur,
un pobre espermatozou.
Quan són pollets tenen gana
i es menjarien un bou.
Nosaltres vinga peixar-los
perquè ells mai no fan ni l'ou.
De mosquits i de mosquetes
sembla que no en tenen prou.
Hem de sortir a buscar teca
tant si neva com si plou.
Tant si és dimarts
com dimecres o dijous
el que més ens preocupa
és que ens toquin els ous.
I és que la criança
és la mare dels ous
a l'Àfrica, al Japó
a Lloret i a Salou."
"sempre-de-vacances","no-anem-a-la-moda","Les orenetes no anem a la moda
però som molt presumides;
a l'Àfrica anem a cal modista
i tornem molt ben vestides.
Les orenetes no anem a la moda
però un cop l'any canviem de vestit;
triem un elegant blanc i negre
com la zebra, la simfònica o el pingüí.
Les orenetes no anem a la moda,
anem clàssiques de dalt a baix.
Per això de vegades anem modernes,
antiquades i fins i tot vintage.
Les orenetes no anem a la moda
i ens passa una cosa molt trista;
tot i estar sempre de vacances
no podem anar a un càmping nudista.
Les orenetes no anem a la moda,
el nostre estil és especial,
portem un frac impermeable
arreglat però informal.
Les orenetes no anem a la moda
i ara tampoc en farem un drama;
dia i nit anem igual,
ni tan sols ens posem el pijama.
Les orenetes no anem a la moda
i això és un gran avantatge:
quan ens toca fer les maletes
portem molt poc equipatge.
Les orenetes no anem a la moda,
el nostre estil és especial,
portem un frac impermeable
arreglat però informal."
"sempre-de-vacances","sempre-de-vacances","Això és vida, no es pot demanar més,
sempre de vacances, tant festius com feiners.
Som uns turistes professionals,
fem uns viatges descomunals.
Quan a casa vostra ha arribat el bon temps
fem les maletes i venim corrents.
El cel és el nostre rebost,
fem vacances a low cost.
Tenim casa a tot arreu
i moltes adreces de correu.
Però no ens arriben les postals
i aquí comencen tots els mals.
Sempre de vacances, sempre de vacances,
ens agafarà un atac per culpa del jet lag.
Si ens ve de gust un te calent,
tenim la tetera a l'altre apartament!
Al matí quan sortim del niu
no sabem on som però sabem que és estiu.
I quan la casa ja està neta de la cuina al replà,
aleshores és que és l'hora, és que és l'hora de marxar.
Sempre de vacances, sempre de vacances,
ens agafarà un atac per culpa del jet lag."
"sempre-de-vacances","som-orenetes","Som unes cracs de l'orientació,
unes expertes en aviació,
per anar pel món no ens cal cap mapa,
viatjant ningú no ens atrapa.
No ens fa falta GPS,
volem segures i molt de pressa,
amb les ales ben estirades
coneixem bé les coordenades.
Som orenetes, som orenetes,
mentre tu el bon temps esperes
nosaltres ens saltem fronteres.
Els ocells ens tenen respecte,
dominem aquest trajecte,
a cada poble hi fem el niu
perquè voltem buscant l'estiu.
Amb la saviesa dels viatges
sabem on són les millors platges,
12.000 quilòmetres no és poc
per acabar tornant al mateix lloc.
Som orenetes, som orenetes,
mentre tu el bon temps esperes
nosaltres ens saltem fronteres."
"sempre-de-vacances","somnis-doreneta","Viure a l'estiu està molt bé
però hi ha coses que m'agradaria fer.
Anar a conèixer llocs de clima fred:
Islàndia, Sibèria i Baqueira-Beret.
Voldria fer una visita als meus cosins,
són una colla molt elegant de pingüins.
I celebrar junts alguna vegada
el 'caga tió' i la castanyada.
Vull batre rècords i canviar de ruta
i anar de Xangai a l'Havana per Calcuta.
Sortir en un reportatge fotogràfic
al proper número del National Geographic.
Em fa il·lusió poder tastar coses noves:
mandonguilles, arròs negre o anxoves...
i a l'estiu menjar gelat
però si us plau no em féssiu mai un ou ferrat!"
"sempre-de-vacances","tsiuit","El rossinyol refila uns trinos espectaculars.
Ai caram, quins pulmons que té el verdum!
La cadernera guanya els concursos de cant
i el passerell és el que arriba més amunt.
A les orenetes no ens cal fer el presumit
perquè nosaltres tenim el tsiuit!
Un crit de guerra ultrasònic
que pot causar mal de cap crònic.
Quan engeguem el senyal d'alerta
tota la comunitat de veïns es desperta.
Semblem un animal esquifit
fins que ens posem a fer el tsiuit!
Tsiuit! Tsiuit!
Perquè és eficaç i perquè és divertit.
Perquè és instintiu i perquè és un hit.
A la taula i al llit al primer tsiuit.
Quan un pardal ens vol robar el cau.
Quan un liró gormand s'apropa als ous.
Quan un gat, dissimulant, vol fer el vermut.
I quan és l'hora de marxar al sud.
Tsiuit! Tsiuit!
Perquè és eficaç i perquè és divertit.
Perquè és instintiu i perquè és un hit.
A la taula i al llit al primer tsiuit."
"som-i-serem","groc-i-negre-vespes","I és que ja n’estem fartes de ser sempre les xungues.
Ens toca fer la feina bruta.
Tot plegat és un drama, tots els insectes penquen
i les abelles s’emporten la fama
Farem una cançó protesta
per reivindicar els drets de la vespa.
És l’hora d’aclarir la situació,
nosaltres també fem la pol·linització.
Nosaltres les vespes no estem domesticades,
som lliures i no ens prenen el pèl.
En canvi a les abelles els regalen les cases
i a canvi els prenen la mel.
Som molt espavilades
i ho tenim molt ben muntat,
mastegant troncs i fusta vella
fem apartaments de paper reciclat.
Groc i negre, groc i negre,
tota la nostra nissaga.
Negre i groc, negre i groc,
som la indústria antiplaga.
Groc i negre, groc i negre,
les revistes s’han confós.
Negre i groc, negre i groc,
són els nostres colors!
La nostra mala fama passa de taca d’oli,
és un disbarat descomunal.
Volem tenir peluixos, tasses i pijames
i sortir a les capses de cereals.
Si per internet en busqueu una foto
us apareix una famosa moto.
Lluitem per la igualtat
i per sortir als dibuixos animats.
Si les coses es compliquen
podem ser antipàtiques
i avisar unes parentes:
les cosines asiàtiques."
"som-i-serem","la-canco-de-lestiu-grills","No ets un paio musculós,
saltant més aviat fas pena,
no és que tinguis molta vista
i ets un gandul de mena.
Ets molt però que molt poruc,
no t'enfrontes amb ningú,
i a la mínima t'amagues
en forats i fullaraca.
Ets molt tímid, tens vergonya,
ets de mena casolà
no tens masses interessos
a part de dormir i menjar.
Fas cançons bastant ximpletes
i són molt repetitives,
però són molt enganxoses
de sentir-les no me'n cansaria.
Però em tens enamorada,
de les antenes als peus,
amb les teves serenates
i és que, amor, això no té preu.
Sobretot la tornada,
un bon vers alexandrí
amb la rima encadenada
i estructura: cri-cri-cri.
I és que tu cantes tan bé
m'encanta la cançó del grill,
cada cop que la sento
tinc ganes de tenir un fill.
Tot i ser tan poca cosa
per presumir és bon motiu
festejar amb el cantant
de la cançó de l'estiu."
"som-i-serem","metamorfosi-processionaria","A l’estiu la mare ens deixa enganxadetes dalt d’un pi.
Som una bona colla, podem arribar a ser 300 ous.
Quan sortim som petites erugues verdes de cap negre
i mengem agulles de pi tendres que hi ha al costat.
Van passant les setmanes i ens comencem a engreixar.
Ens mengem totes les fulles i deixem el pi pelat.
Ens tornem molt peludes, ens tornem urticants.
Comencem a teixir una bossa blanca, que és de seda,
on passarem ben juntes el fred de l’hivern.
Quan arriba el març en fila índia anem baixant pel tronc.
Una eruga femella va guiant la processó
per buscar una clariana al bosc on ens hi toqui el sol
i enterrar-nos totes juntes per fer la transformació.
Cadascuna fa el capoll i després la crisàlide.
Quan sigui juliol totes serem papallones
i volant volant ballarem amb la parella
i un cop fecundades buscarem un pi frondós
per pondre-hi 300 ous i tornar a començar.
En les ciències naturals no hi ha llibre que no ho posi:
som un exemplar a estudiar quan es parla de metamorfosi
i, canvi rere canvi, quina vida tan estrafolària.
No parem de transformar-nos, té mil cares la processionària."
"som-i-serem","quimica-fluorescent-cuca-de-llum","Durant les càlides nits
de juny i juliol
la cuca s’enfila a les herbes,
al capdamunt d’un bri
i ella estira la cua
i ella arqueja l’esquena
i ella encén la llanterna
i la balanceja lentament.
Durant les càlides nits
de juny i juliol
els mascles tímids s’enlairen
i atents s’ho miren tot.
Elles il·luminen la pista
i ells fan un aterratge forçós
i al seu voltant apareixen
ous lluminosos d’amor.
Elles fan química fluorescent
amb una poció que combina
L’enzim luciferasa
i la molècula luciferina
I ells van ben perduts
pel que fa aquesta qüestió,
sort en tenen de les femelles
que posen llum a la foscor"
"som-i-serem","sang-sang-sang-mosquites","Som unes bones mares,
ens preocupem molt pels nostres fills.
La criança és complicada
i és que està envoltada de perills.
Esquivant un munt de trampes,
cada nit ens hi juguem la vida,
fartes d'aparells elèctrics
cremes i esprais insecticides.
Som les mosquites.
Per fer els ous necessitem sang.
Fer de mare és un gran sacrifici,
és molt cansat passar les nits en blanc.
Som les mosquites.
De nit fem la nostra rutina.
Necessitem sang per fer els ous,
n'apofitem el ferro i la proteïna.
Els humans són enginyosos,
inventant mandangues són molt bons!
No ens espanten les polseres
ni ens fan efecte els ultrasons.
I algú ho havia de dir:
no veureu escrit en cap esquela
que hagi mort una de naltros
víctima de la citronel·la.
La nostra vida és curta i hem d'aprofitar el temps.
No acabareu amb nosaltres per molt que ens poseu la tira de paranys.
Si portem a la terra des del plistocè milions d'anys.
Ens volen fer caure però si nosaltres ja xuclàvem la sang als dinosaures."
"som-i-serem","sempre-hi-som-mosques","No se sent ni una mosca
però nosaltres sempre hi som
tots els llocs ens agraden
per anar-hi a fer un tomb.
Som molt cosmopolites
hem conquerit les ciutats
Ens agraden els supers
quan llencen menjar caducat.
Ens agrada entrar a casa
en silenci i d'amagat
quin plaer anar al lavabo
sobretot si està ocupat
i la cuina quin somni
bruta i empantanegada
I visitar el dormitori
quan algú fa la migdiada
Ens consideren 'mosca vulgar'
No ens conviden mai a les festes
però nosaltres hi anem després
per acabar-nos les restes
Mai no ens perdem cap funeral
Som les primeres d'arribar
i quan els parents marxen tristos
ens hi quedem a sopar
Amaguem vergonyoses
les nostres habilitats
però si ens coneguéssiu
quedaríeu ben parats
En qualsevol superfície
Caminem de cap per avall
i una visió perfecte
de 360 graus
Hi ha els que ens tenen mania
i ens volen aniquilar
Ho intenten cada dia
amb matamosques o amb la mà
A nosaltres no ens costa
800 ous en una posta
per fer fills sempre a punt
i de seguida som un munt
No se sent ni una mosca, però nosaltres sempre hi som."
"som-i-serem","som-i-serem-manifest","Som els dolents de la pel·lícula
ales grises, ales blanques, zum zum, potes, closques i cruixits
Restem al marge de les guerres
vivim en terra llacs i arbres, en la llum i en la foscor
Els grans oblidats som majoria
treballadors a l'ombra teixits i fils
Som invisibles, potes petites
manetes dures, ulls diminuts
Som els que aguanten, la resistència
som aborígens els ancestrals
se'ns persegueix, se'ns té por i fàstic
ho vivim tot, meteorits i glaçades
Sota terra, transparents a l'aire
camuflats en la fullaraca
som la sang freda som el silenci
només som cuques, no tenim nom
Som un munt i estem connectats
fils, antenes, camins i passadissos
codis sons ones i olors
líquids aire sang i nèctar
Saba pol·len fusta i ronya, pinassa i fems
plaga, pesta, maledicció i calamitat
desaparèixer, desaparèixer
és la cançó que ens persegueix
Som infinits som i serem
metamorfosi que no para
som infinits som i serem
érem i us menjarem quan tot acabi"
"som-i-serem","som-majoria-formigues","Som majoria qui ho diria perquè no destaquem gens
hem conquerit tota la terra el cinc o set continents
Som les més treballadores però ningú no se n'adona
som les més organitzades som obreres entregades.
Fem túnels a dreta i a esquerra
som mineres sota terra
dissenyem bons laberints
som enginyeres de ponts i camins.
L'entrada del formiguer
està dissenyada amb molta cura
impedeix que hi entri l'aigua
és un èxit de l'arquitectura.
ser formiga comporta un compromís amb cent mil companyes de pis
sota terra tenim un bon muntatge som pioneres del cohabitatge
ser formiga comporta un compromís amb cent mil companyes de pis
ens ho prenem amb molta parsimònia som un equip som la colònia.
si ens avorrim canviem d'ofici que som molt polivalents
exploradores, transportistes neteja i manteniment
monitores de menjador vigilància i seguretat
cuidadores de les larves tothom té una especialitat
per marcar on és la teca
per advertir d'un perill
fem olors de tota mena
que sentim amb les antenes.
ens comuniquem llançant perfums
que són el nostre llenguatge
deixem rastres als camins
cada essència: un missatge"
"som-i-serem","surfing-sabater-el-rei-de-les-aigues","Soc el rei de les aigües,
faig un gran espectacle,
ni nedo ni bussejo,
realment sembla un miracle
Campió dels cent metres llisos,
velocitat inigualable,
el meu secret és un disseny punter
de calçat impermeable
Jo visc la vida la mar de bé,
camino sense fer mullader,
escolto l’aigua i tot ho sé,
practicant surfing sabater
Visc en aigües dolces i tranquil·les,
no m’agraden les tensions.
Noto el que passa a la superfície,
l’aigua em dona bones vibracions.
Si tinc gana, m’espavilo,
menjo petits insectes de l’estany,
I si no en trobo, cap problema!,
sempre em puc menjar un company.
Així és la vida, no us enganyaré.
Sé que és una mica matusser.
A mi m’agrada ser sincer
parlant del surfing sabater.
Soc amant de la caloreta,
estiuejar és la meva passió
i quan comença a fer fresqueta
passo l’hivern sota la vegetació.
I quan som massa gent a la bassa
i no ens agrada viure estrets
despleguem les ales d’emergència
i ens en anem a un altre indret.
Busco un lloc on s’hi estigui bé,
ningú no em podrà dir foraster.
La meva vida hem de refer,
així és el surfing sabater."
"nens-del-barri-dj-capde-ruggy-remix","nens-del-barri","L'altre dia jo buscava una nena catalana
Lo millor que hi ha per poder fardar
Ara que la tinc amb mi això és llegendari
Amb cara d'Isabeló, però em baixa fins a l'infern
I és que avui sóc etern
Mami, avui sóc etern
Aquesta és la cançó amb què s'enamoren els nens del barri
Lo nostre és llegendari
I és que avui sóc etern
Mami, avui sóc etern
Aquesta és la cançó amb què s'enamoren els nens del barri
Lo nostre és llegendari
Per què ella és una play-player i no té frens
Fent hits cada setmana quan m'ajunto amb els nens
Si tu m'entens, jo no poso límits, sempre ho fem intens
Pensava que eres bona, però veig que vens de l'infern
I què fem?, si tot lo nostre sempre és malament
Que dius tantes mentides com les bitch al parlament
Sempre poppin' poppin' pastilles de colors
Serem a temps per sempre encara que no em posis flors
Mare meva, quin dilema com vols que no et miri el cos?
El meu cor està dèbil i tu t'has quedat un tros
Canta'm i digue'm que serem història
Massa alcohol al cap em fa mal a la memòria
Voy a morirme dentro del cielo
Pero si tú no estás me apago y siento que soy tuyo
Y a mí me has cambiado, hace tiempo se ha notado, sí
Por eso voy a comprarte lo más fashion del mercado
Y tengo una niña catalana
Ella es morena y con las perlas la confunden con gitana
Dentro de la discoteca como baila (oh, no)
Aunque a veces se va al centro y se pone a bailar sardana
Y sabes que tú me gustas mucho
Muchas veces la cago porque no te escucho
Y lo siento, baby, me mata el orgullo
Sé que te vuelve loca mi actitud de chulo
L'altre dia jo buscava una nena catalana
Lo millor que hi ha per poder fardar
Ara que la tinc amb mi això és llegendari
Amb cara d'Isabeló, però em baixa fins a l'infern
I és que avui sóc etern
Mami, avui sóc etern
Aquesta és la cançó amb què s'enamoren els nens del barri
Lo nostre és llegendari
I és que avui sóc etern
Mami, avui sóc etern
Aquesta és la cançó amb què s'enamoren els nens del barri
Lo nostre és llegendari
Lo nuestro es legendario, ¿qué no daría yo?
Pa' probar esa nena que me lleva loco
Que la espera desespera eso ya lo sé yo
Porque siempre que la veo me dice no, no, no
Sé que no es un error, pero qué confusión
De divina comedia es nuestra relación
Con Caronte en la barquita tomándome un ron
Voy directo desde el cielo al infierno
Y solo en un momento
Perdona si no soy discreto
Las palabras se las lleva el viento
Me pierdo jugando en su pelo y por eso somos eternos
I eh
I eh, i eh
I eh, i eh
I la nena catalana em va deixar tot moix tirat
I ara digue'm, ma, què faig sense tu
Abans flotàvem per les prades, i ara moscatell si vaig brincat
Perquè la shorty amb mi no veu un futur
Vull tornar a fer-te ganxet
Vull tornar a ser on nosaltres
T'he comprat una masia perquè tu no ets com les altres
I la nena catalana em va deixar tot moix tirat
I ara digue'm, ma, què faig sense tu
I la nena catalana em va deixar tot moix tirat
I ara digue'm, ma, què faig sense tu"
